SatCatId,ObjectName,LaunchYear,OrbitalPeriod,LaunchMass,StatusCode,Inclination,Status,UcsData,OrbitClassEstimated,LaunchSiteCountry,Owner,UseType,Purpose,LaunchVehicleClass,TLE1,TLE2,MeanMotion,Eccentricity,OrbitClass
52112,STARLINK-3734,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52112U 22029AA  24055.61420156 -.00000326  00000+0 -24036-5 0  9999,2 52112  53.2163 179.4033 0001414  86.8056 273.3098 15.08841831108452,15.08841831,0.0001414,LEO
52113,STARLINK-3736,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52113U 22029AB  24055.59948550  .00000219  00000+0  31855-4 0  9995,2 52113  53.2162 179.4724 0001181  80.1610 279.9515 15.08841026108455,15.08841026,0.0001181,LEO
52114,STARLINK-3737,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52114U 22029AC  24055.61052405  .00004269  00000+0  28603-3 0  9999,2 52114  53.2171 179.4207 0001517  82.9360 277.1805 15.08851513108451,15.08851513,0.0001517,LEO
52115,STARLINK-3685,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52115U 22029AD  24055.59212737  .00000168  00000+0  28683-4 0  9996,2 52115  53.2179 179.5069 0001630 102.6433 257.4742 15.08835555108453,15.08835555,0.000163,LEO
52116,STARLINK-3735,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52116U 22029AE  24055.60316109  .00000231  00000+0  32621-4 0  9995,2 52116  53.2176 179.4564 0001495  81.4925 278.6236 15.08840314108451,15.08840314,0.0001495,LEO
52117,STARLINK-3738,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52117U 22029AF  24055.58476727 -.00000008  00000+0  17615-4 0  9995,2 52117  53.2180 179.5419 0001630  85.8207 274.2971 15.08838242108465,15.08838242,0.000163,LEO
52118,STARLINK-3743,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52118U 22029AG  24055.59580896  .00000209  00000+0  31235-4 0  9996,2 52118  53.2172 179.4923 0001297  88.6101 271.5040 15.08833772108458,15.08833772,0.0001297,LEO
52119,STARLINK-3558,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52119U 22029AH  24055.64364540  .00005779  00000+0  38076-3 0  9995,2 52119  53.2166 179.2750 0001244  87.8981 272.2153 15.08853888108461,15.08853888,0.0001244,LEO
52120,STARLINK-3534,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52120U 22029AJ  24055.58845409 -.00000681  00000+0 -24708-4 0  9995,2 52120  53.2174 179.5252 0001571  81.5342 278.5828 15.08830837108464,15.08830837,0.0001571,LEO
52121,STARLINK-3678,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52121U 22029AK  24055.55992146  .00001170  00000+0  91555-4 0  9990,2 52121  53.2166 169.6490 0001480 107.8534 252.2620 15.08842518108585,15.08842518,0.000148,LEO
52122,STARLINK-3726,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52122U 22029AL  24055.58108244  .00000809  00000+0  68899-4 0  9995,2 52122  53.2168 179.5554 0001267  89.0726 271.0411 15.08839811108451,15.08839811,0.0001267,LEO
52123,STARLINK-3725,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52123U 22029AM  24055.61238726  .00002152  00000+0  15322-3 0  9994,2 52123  53.2173 169.3460 0001443  90.6670 269.4488 15.08843615108602,15.08843615,0.0001443,LEO
52124,STARLINK-3684,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52124U 22029AN  24055.63995981  .00001111  00000+0  87863-4 0  9994,2 52124  53.2172 179.2937 0001456 104.1075 256.0079 15.08842148108467,15.08842148,0.0001456,LEO
52125,STARLINK-3727,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52125U 22029AP  24055.61512138  .00000771  00000+0  66513-4 0  9992,2 52125  53.2163 169.4028 0001310  86.8554 273.2588 15.08842502108603,15.08842502,0.000131,LEO
52126,STARLINK-3732,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52126U 22029AQ  24055.55624745  .00000636  00000+0  58083-4 0  9997,2 52126  53.2173 169.6681 0001559  90.9353 269.1818 15.08835074108583,15.08835074,0.0001559,LEO
52127,STARLINK-3715,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52127U 22029AR  24055.61144116  .00001428  00000+0  10776-3 0  9990,2 52127  53.2172 169.4201 0001488  95.7761 264.3400 15.08842397108597,15.08842397,0.0001488,LEO
52129,STARLINK-3661,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52129U 22029AT  24055.60407979  .00000920  00000+0  75879-4 0  9992,2 52129  53.2174 169.4506 0001336  93.4635 266.6510 15.08844125108606,15.08844125,0.0001336,LEO
52131,STARLINK-3711,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52131U 22029AV  24055.60040015 -.00000083  00000+0  12872-4 0  9994,2 52131  53.2168 169.4661 0001459  93.8002 266.3157 15.08839698108605,15.08839698,0.0001459,LEO
52132,STARLINK-3718,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52132U 22029AW  24055.60776567 -.00000408  00000+0 -75210-5 0  9991,2 52132  53.2180 169.4371 0001460 103.3571 256.7584 15.08835045108607,15.08835045,0.000146,LEO
52133,STARLINK-3707,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52133U 22029AX  24055.59304196  .00000320  00000+0  38197-4 0  9998,2 52133  53.2173 169.4983 0001380  88.1054 272.0096 15.08840346108605,15.08840346,0.000138,LEO
52134,STARLINK-3721,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52134U 22029AY  24055.59672270  .00000156  00000+0  27867-4 0  9999,2 52134  53.2162 169.4804 0001425  92.8882 267.2273 15.08837152108601,15.08837152,0.0001425,LEO
52135,STARLINK-3729,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52135U 22029AZ  24055.58295787  .00000586  00000+0  54895-4 0  9991,2 52135  53.2154 169.5597 0001445  89.4730 270.6427 15.08840966108605,15.08840966,0.0001445,LEO
52136,STARLINK-3720,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52136U 22029BA  24055.58935692  .00003086  00000+0  21180-3 0  9996,2 52136  53.2171 169.5150 0001493  84.0160 276.1003 15.08854032108601,15.08854032,0.0001493,LEO
52137,STARLINK-3733,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52137U 22029BB  24055.57832310  .00000272  00000+0  35199-4 0  9999,2 52137  53.2162 169.5684 0001466  92.9275 267.1885 15.08844364108604,15.08844364,0.0001466,LEO
52138,STARLINK-3723,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52138U 22029BC  24055.58568244 -.00000016  00000+0  17108-4 0  9990,2 52138  53.2170 169.5302 0001438  90.9511 269.1646 15.08840790108607,15.0884079,0.0001438,LEO
52139,STARLINK-3730,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52139U 22029BD  24055.63260164  .00001961  00000+0  14130-3 0  9997,2 52139  53.2173 179.3208 0001183  86.7266 273.3861 15.08835650108461,15.0883565,0.0001183,LEO
52140,STARLINK-3682,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52140U 22029BE  24055.57464140  .00002328  00000+0  16425-3 0  9999,2 52140  53.2166 169.5862 0001350  91.5326 268.5820 15.08846842108601,15.08846842,0.000135,LEO
52145,MERIDIAN 10,2022,717.87,-1.0,+,62.65,Active,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 52145U 22030A   24054.53393264  .00000123  00000+0  00000+0 0  9998,2 52145  62.6493 231.1587 6893576 273.6395  16.4251  2.00592175 14088,2.00592175,0.6893576,MEO
52150,TK-2,2022,96.28,90.0,+,97.84,Active,1,LEO,PRC,China,Government,Technology Development,Long March,1 52150U 22031A   24055.55786501  .00004166  00000+0  37873-3 0  9991,2 52150  97.8359 234.2554 0014881 107.2723 253.0127 14.95700073103993,14.95700073,0.0014881,LEO
52151,PUJIANG 2 (PJ-2),2022,96.52,2000.0,+,97.83,Active,1,LEO,PRC,China,Government,Earth Observation,Long March,1 52151U 22031B   24055.57263379  .00001496  00000+0  15309-3 0  9990,2 52151  97.8287 231.7177 0013500 118.4621 241.7959 14.91970223103893,14.91970223,0.00135,LEO
52153,TIANPING 2A,2022,96.48,-1.0,+,97.7,Active,0,LEO,PRC,China,Unknown,Unknown,Unknown,1 52153U 22032A   24055.58239409  .00001994  00000+0  19943-3 0  9992,2 52153  97.7021 103.4473 0012729 113.9528 246.3026 14.92505094103787,14.92505094,0.0012729,LEO
52155,TIANPING 2B,2022,96.32,-1.0,+,97.71,Active,0,LEO,PRC,China,Unknown,Unknown,Unknown,1 52155U 22032C   24055.59168963  .00002851  00000+0  26559-3 0  9995,2 52155  97.7067 106.1115 0016450 131.9529 228.3097 14.94959219103926,14.94959219,0.001645,LEO
52156,TIANPING 2C,2022,96.2,-1.0,+,97.7,Active,0,LEO,PRC,China,Unknown,Unknown,Unknown,1 52156U 22032D   24055.56602311  .00005039  00000+0  44249-3 0  9990,2 52156  97.7005 105.9563 0015949 128.0248 232.2416 14.96933965103987,14.96933965,0.0015949,LEO
52157,OMNI-L1,2022,97.36,20.0,+,97.9,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52157U 22033A   24055.46214583  .00001317  00000+0  18477-3 0  9990,2 52157  97.9008 139.5462 0013825 158.5005 201.6790 14.79042577102619,14.79042577,0.0013825,LEO
52158,GNOMES-3,2022,97.42,30.0,+,97.9,Active,1,LEO,USA,USA,Commercial,Earth Observation,Falcon,1 52158U 22033B   24055.44965297  .00003100  00000+0  43502-3 0  9993,2 52158  97.8978 135.7522 0012191 187.7995 172.3028 14.78105704102368,14.78105704,0.0012191,LEO
52159,ENMAP,2022,97.62,980.0,+,97.98,Active,1,LEO,USA,Germany,Government,Earth Observation,Falcon,1 52159U 22033C   24055.51711427  .00000894  00000+0  14041-3 0  9999,2 52159  97.9786 138.8768 0001599 167.3316 192.7933 14.74977011102291,14.74977011,0.0001599,LEO
52160,ALFACRUX,2022,91.54,1.0,+,97.33,Active,1,LEO,USA,Brazil,Civil,Technology Development,Falcon,1 52160U 22033D   24053.79135621  .00207573  00000+0  14884-2 0  9992,2 52160  97.3261 144.9172 0005677 302.7377  57.3339 15.73047413106110,15.73047413,0.0005677,LEO
52161,ARCSAT-1,2022,94.09,10.0,+,97.33,Active,1,LEO,USA,Norway,Military,Technology Development,Falcon,1 52161U 22033E   24055.49672065  .00010522  00000+0  35898-3 0  9995,2 52161  97.3325 136.6132 0008014  17.1472 343.0038 15.30493596105713,15.30493596,0.0008014,LEO
52162,LYNK TOWER 1,2022,94.03,80.0,+,97.33,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52162U 22033F   24055.47851482  .00011215  00000+0  37078-3 0  9998,2 52162  97.3328 137.0371 0008109   0.6257 359.4993 15.31494499105748,15.31494499,0.0008109,LEO
52163,ION SCV-005,2022,91.36,-1.0,+,97.34,Active,0,LEO,USA,Italy,Unknown,Unknown,Unknown,1 52163U 22033G   24052.57295855  .00094280  00000+0  57114-3 0  9999,2 52163  97.3384 165.6757 0038661 182.4638 177.6444 15.76194855107334,15.76194855,0.0038661,LEO
52165,HAWK-4B,2022,93.82,15.0,+,97.33,Active,1,LEO,USA,USA,Commercial,Surveillance,Falcon,1 52165U 22033J   24055.46473885  .00014316  00000+0  42634-3 0  9996,2 52165  97.3334 138.6085 0007989   2.6745 357.4540 15.34772602105841,15.34772602,0.0007989,LEO
52167,HAWK-4A,2022,93.82,15.0,+,97.33,Active,1,LEO,USA,USA,Commercial,Surveillance,Falcon,1 52167U 22033L   24055.46448268  .00013651  00000+0  40672-3 0  9996,2 52167  97.3283 138.1823 0007372   2.5793 357.5487 15.34773404105841,15.34773404,0.0007372,LEO
52168,NUSAT-23 (ANNIE MAUNDER),2022,93.36,42.0,+,97.33,Active,1,LEO,USA,Argentina,Commercial,Earth Observation,Falcon,1 52168U 22033M   24055.50002513  .00032161  00000+0  74218-3 0  9991,2 52168  97.3283 140.3934 0005734 347.5316  12.5789 15.42474587105980,15.42474587,0.0005734,LEO
52169,MP42,2022,93.24,-1.0,+,97.33,Active,0,LEO,USA,Lithuania,Unknown,Unknown,Unknown,1 52169U 22033N   24055.48985647  .00033201  00000+0  71950-3 0  9993,2 52169  97.3309 141.3753 0006954 338.2281  21.8670 15.44335032106035,15.44335032,0.0006954,LEO
52170,HAWK-4C,2022,93.82,15.0,+,97.33,Active,1,LEO,USA,USA,Commercial,Surveillance,Falcon,1 52170U 22033P   24055.46435892  .00014144  00000+0  42109-3 0  9994,2 52170  97.3332 138.5888 0008942 348.5476  11.5562 15.34776724105849,15.34776724,0.0008942,LEO
52171,NUSAT-25 (MARIA TELKES),2022,94.21,42.0,+,97.3,Active,1,LEO,USA,Argentina,Commercial,Earth Observation,Falcon,1 52171U 22033Q   24055.50361004  .00016665  00000+0  60196-3 0  9999,2 52171  97.2968 135.5151 0001611 356.7273   3.3956 15.28544392105894,15.28544392,0.0001611,LEO
52172,NUSAT-27 (SALLY RIDE),2022,92.73,42.0,+,97.28,Active,1,LEO,USA,Argentina,Commercial,Earth Observation,Falcon,1 52172U 22033R   24055.57079874  .00060145  00000+0  96216-3 0  9992,2 52172  97.2826 141.6444 0006419 298.7365  61.3242 15.52926314106347,15.52926314,0.0006419,LEO
52174,BRO-7,2022,93.75,10.0,+,97.33,Active,1,LEO,USA,France,Commercial,Earth Observation,Falcon,1 52174U 22033T   24055.51355569  .00013999  00000+0  40124-3 0  9998,2 52174  97.3339 139.3960 0009470 343.0909  17.0018 15.35968691105909,15.35968691,0.000947,LEO
52175,BDSAT,2022,90.27,1.0,+,97.32,Active,1,LEO,USA,Czech Republic,Government,Technology Development,Falcon,1 52175U 22033U   24055.51928876  .00591681  14700-3  15207-2 0  9994,2 52175  97.3179 150.1880 0009459 284.0642  75.9582 15.95162370106613,15.9516237,0.0009459,LEO
52178,NUSAT-24 (KALPANA CHAWLA),2022,93.78,42.0,+,97.29,Active,1,LEO,USA,Argentina,Commercial,Earth Observation,Falcon,1 52178U 22033X   24055.52963695  .00024566  00000+0  71079-3 0  9993,2 52178  97.2914 136.3469 0006923 353.9944   6.1216 15.35574641105953,15.35574641,0.0006923,LEO
52184,NUSAT-26 (M SOMERVILLE),2022,94.12,42.0,+,97.31,Active,1,LEO,USA,Argentina,Commercial,Earth Observation,Falcon,1 52184U 22033AD  24055.51685092  .00017776  00000+0  61242-3 0  9997,2 52184  97.3054 138.1071 0015247   9.4501 350.7023 15.29967889105818,15.29967889,0.0015247,LEO
52188,PLANTSAT,2022,90.02,4.0,+,97.32,Active,1,LEO,USA,Chile,Civil/Government,Technology Development,Falcon,1 52188U 22033AH  24055.52390894  .00793445  29413-3  15972-2 0  9990,2 52188  97.3180 150.1284 0008591 287.0537  72.9800 15.99662024106614,15.99662024,0.0008591,LEO
52189,KSF2-C,2022,92.92,10.0,+,97.35,Active,1,LEO,USA,Luxembourg,Commercial,Earth Observation,Falcon,1 52189U 22033AJ  24055.56164961  .00028243  00000+0  50771-3 0  9990,2 52189  97.3458 144.0982 0008624 352.4000   7.7119 15.49784149106212,15.49784149,0.0008624,LEO
52191,SUCHAI-3,2022,92.46,4.0,+,97.34,Active,1,LEO,USA,Chile,Civil,Earth Observation,Falcon,1 52191U 22033AL  24055.48954401  .00087927  00000+0  11903-2 0  9997,2 52191  97.3385 144.3577 0005920 298.5933  61.4727 15.57392543106177,15.57392543,0.000592,LEO
52192,SUCHAI-2,2022,93.2,4.0,+,97.32,Active,1,LEO,USA,Chile,Civil,Earth Observation,Falcon,1 52192U 22033AM  24055.48666982  .00033562  00000+0  71038-3 0  9994,2 52192  97.3184 140.8349 0005618 346.6040  13.5059 15.45037750106068,15.4503775,0.0005618,LEO
52194,KSF2-A,2022,92.93,10.0,+,97.35,Active,1,LEO,USA,Luxembourg,Commercial,Earth Observation,Falcon,1 52194U 22033AP  24055.49576074  .00029046  00000+0  52473-3 0  9993,2 52194  97.3518 145.3335 0009302 284.9671  75.0550 15.49631200106001,15.496312,0.0009302,LEO
52196,GLOBAL-18,2022,93.55,55.0,+,52.99,Active,1,LEO,New Zealand,USA,Commercial,Earth Observation,Electron,1 52196U 22034B   24055.37578029  .00022558  00000+0  57908-3 0  9994,2 52196  52.9935 287.8979 0004715  44.2092 315.9286 15.39247449106982,15.39247449,0.0004715,LEO
52197,GLOBAL-20,2022,93.25,55.0,+,52.99,Active,1,LEO,New Zealand,USA,Commercial,Earth Observation,Electron,1 52197U 22034C   24054.91267793  .00018441  00000+0  40163-3 0  9998,2 52197  52.9931 287.1039 0011839 124.9841 235.2277 15.44288123106953,15.44288123,0.0011839,LEO
52200,GAOFEN-3 03,2022,99.85,2500.0,+,98.42,Active,1,LEO,PRC,China,Government,Earth Observation,Long March,1 52200U 22035A   24055.59278193  .00000159  00000+0  61340-4 0  9993,2 52200  98.4150  65.0954 0001171 114.1855 245.9457 14.42220033 99254,14.42220033,0.0001171,LEO
52202,COSMOS 2554,2022,103.1,5000.0,+,67.15,Active,1,LEO,Russia,Russia/USSR,Military,Earth Observation,Soyuz,1 52202U 22036A   24055.56649484 -.00000011  00000+0  46425-4 0  9993,2 52202  67.1476 119.1267 0004847 276.8779  83.1754 13.96674586 96143,13.96674586,0.0004847,LEO
52255,CHINASAT 6D (ZX 6D),2022,1436.06,5250.0,+,0.07,Active,1,GSO,PRC,China,Commercial/Government,Communications,Long March,1 52255U 22038A   24055.22585311 -.00000358  00000+0  00000+0 0  9992,2 52255   0.0685 267.0622 0002363  38.1880  54.6945  1.00274294  6960,1.00274294,0.0002363,GEO
52257,DAQI 1,2022,98.79,2600.0,+,98.2,Active,1,LEO,PRC,China,Government,Earth Observation,Long March,1 52257U 22039A   24055.61062954  .00000768  00000+0  17831-3 0  9999,2 52257  98.2012 354.8446 0001778 348.4301  11.6857 14.57693661 99043,14.57693661,0.0001778,LEO
52261,STARLINK-3810,2022,95.44,260.0,+,53.21,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52261U 22041A   24055.57192034  .00001803  00000+0  13133-3 0  9997,2 52261  53.2150 209.6056 0001403  94.1876 265.9277 15.08848837102020,15.08848837,0.0001403,LEO
52262,STARLINK-3761,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52262U 22041B   24055.57095943  .00001925  00000+0  13900-3 0  9996,2 52262  53.2152 209.5487 0001132  90.0039 270.1083 15.08838553102022,15.08838553,0.0001132,LEO
52263,STARLINK-3786,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52263U 22041C   24055.57464310  .00000371  00000+0  41405-4 0  9991,2 52263  53.2170 209.5817 0000676  88.9428 271.1641 15.08834957102025,15.08834957,6.76e-05,LEO
52264,STARLINK-3795,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52264U 22041D   24055.56728323 -.00000375  00000+0 -54578-5 0  9990,2 52264  53.2161 209.6111 0001407 102.5834 257.5315 15.08836075102020,15.08836075,0.0001407,LEO
52265,STARLINK-3740,2022,95.44,260.0,+,53.21,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52265U 22041E   24055.56360210  .00001676  00000+0  12339-3 0  9998,2 52265  53.2150 209.6294 0001649  94.9470 265.1711 15.08839455102029,15.08839455,0.0001649,LEO
52266,STARLINK-3739,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52266U 22041F   24055.42744234 -.00000456  00000+0 -10552-4 0  9999,2 52266  53.2170 210.2417 0001568  87.9837 272.1335 15.08839155102001,15.08839155,0.0001568,LEO
52267,STARLINK-3748,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52267U 22041G   24055.42375992 -.00000897  00000+0 -38289-4 0  9997,2 52267  53.2161 210.2565 0001446  89.3578 270.7580 15.08840341102004,15.08840341,0.0001446,LEO
52268,STARLINK-3746,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52268U 22041H   24055.60407417 -.00001345  00000+0 -66428-4 0  9991,2 52268  53.2177 209.3744 0001435  86.9756 273.1400 15.08839006102036,15.08839006,0.0001435,LEO
52269,STARLINK-3791,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52269U 22041J   24055.42008637 -.00001180  00000+0 -56094-4 0  9998,2 52269  53.2165 210.2708 0001268 121.2743 238.8374 15.08836717102009,15.08836717,0.0001268,LEO
52270,STARLINK-3804,2022,95.44,260.0,+,53.21,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52270U 22041K   24054.81656975 -.00000519  00000+0 -14513-4 0  9991,2 52270  53.2156 213.0130 0001162  84.4230 275.6894 15.08836363101917,15.08836363,0.0001162,LEO
52271,STARLINK-3788,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52271U 22041L   24055.41640837  .00000540  00000+0  52043-4 0  9991,2 52271  53.2171 210.2877 0001382 112.8201 247.2937 15.08832566102005,15.08832566,0.0001382,LEO
52272,STARLINK-3781,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52272U 22041M   24055.60871792  .00000427  00000+0  44885-4 0  9998,2 52272  53.2165 209.4696 0001185  97.8227 262.2900 15.08844390102037,15.0884439,0.0001185,LEO
52273,STARLINK-3782,2022,95.44,260.0,+,53.21,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52273U 22041N   24055.58025037  .00000482  00000+0  48382-4 0  9996,2 52273  53.2162 199.9417 0001750  89.4765 270.6428 15.08835837102169,15.08835837,0.000175,LEO
52274,STARLINK-3790,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52274U 22041P   24055.60040488  .00001331  00000+0  10176-3 0  9990,2 52274  53.2167 209.4680 0001323  93.3511 266.7632 15.08824726102037,15.08824726,0.0001323,LEO
52275,STARLINK-3784,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52275U 22041Q   24055.60776693  .00001296  00000+0  99515-4 0  9990,2 52275  53.2155 209.4299 0001987  60.0531 300.0659 15.08846399102031,15.08846399,0.0001987,LEO
52276,STARLINK-3778,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52276U 22041R   24055.59672030 -.00004939  00000+0 -29236-3 0  9990,2 52276  53.2174 209.4856 0001308  97.1486 262.9655 15.08852029102038,15.08852029,0.0001308,LEO
52278,STARLINK-3780,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52278U 22041T   24055.59304363  .00000542  00000+0  52145-4 0  9993,2 52278  53.2159 209.5033 0001241  96.5343 263.5790 15.08835492102034,15.08835492,0.0001241,LEO
52279,STARLINK-3686,2022,91.47,260.0,P,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52279U 22041U   24055.58335648  .00218766  00000+0  14420-2 0  9994,2 52279  53.2170 145.7455 0016682 327.7612  28.1876 15.74294145  5983,15.74294145,0.0016682,LEO
52280,STARLINK-3764,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52280U 22041V   24055.58198509 -.00011617  00000+0 -71197-3 0  9992,2 52280  53.2156 209.5490 0001630  79.8581 280.2595 15.08891299102037,15.08891299,0.000163,LEO
52281,STARLINK-3779,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52281U 22041W   24055.59768089 -.00000073  00000+0  13485-4 0  9990,2 52281  53.2171 209.4795 0001248  96.3029 263.8106 15.08840097102033,15.08840097,0.0001248,LEO
52282,STARLINK-3783,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52282U 22041X   24055.57556540  .00000383  00000+0  42123-4 0  9990,2 52282  53.2175 199.5819 0001412  89.8741 270.2413 15.08839297102162,15.08839297,0.0001412,LEO
52283,STARLINK-3789,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52283U 22041Y   24055.58936775 -.00000423  00000+0 -84901-5 0  9992,2 52283  53.2166 209.5187 0001296  79.9506 280.1633 15.08832159102032,15.08832159,0.0001296,LEO
52284,STARLINK-3561,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52284U 22041Z   24055.56820585  .00003284  00000+0  22441-3 0  9997,2 52284  53.2159 199.6126 0001232  83.6885 276.4248 15.08827364102165,15.08827364,0.0001232,LEO
52285,STARLINK-3775,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52285U 22041AA  24055.58568537  .00000178  00000+0  29280-4 0  9994,2 52285  53.2170 209.5348 0001138  87.6476 272.4646 15.08835524102032,15.08835524,0.0001138,LEO
52286,STARLINK-3802,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52286U 22041AB  24055.56083893  .00000445  00000+0  46058-4 0  9999,2 52286  53.2178 199.6492 0001367  92.0703 268.0446 15.08849131102169,15.08849131,0.0001367,LEO
52287,STARLINK-3822,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52287U 22041AC  24055.57831889  .00000614  00000+0  56686-4 0  9993,2 52287  53.2166 209.5665 0001336  96.7524 263.3620 15.08841051102039,15.08841051,0.0001336,LEO
52288,STARLINK-3776,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52288U 22041AD  24055.55715954  .00001534  00000+0  11444-3 0  9990,2 52288  53.2167 199.6630 0001348  86.7452 273.3694 15.08845036102167,15.08845036,0.0001348,LEO
52289,STARLINK-3751,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52289U 22041AE  24055.57188730 -.00000784  00000+0 -31172-4 0  9998,2 52289  53.2184 199.5989 0001570  95.0384 265.0788 15.08836329102164,15.08836329,0.000157,LEO
52290,STARLINK-3772,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52290U 22041AF  24055.54707783  .00000718  00000+0  63181-4 0  9992,2 52290  53.2168 199.7045 0001262  95.6789 264.4347 15.08841557102169,15.08841557,0.0001262,LEO
52291,STARLINK-3773,2022,95.44,260.0,+,53.22,Active,1,LEO,USA,USA,Commercial,Communications,Falcon,1 52291U 22041AG  24055.56452653 -.00000423  00000+0 -84979-5 0  9992,2 52291  53.2174 199.6340 0001371  98.4036 261.7112 15.08834261102165,15.08834261,0.0001371,LEO
